Date,Product_ID,Category,Region,Units_Sold,Units_Ordered,Inventory_Level,Price,Discount,Competitor_Pricing,Holiday/Promotion,Weather_Condition,Seasonality
1/1/2023,70021,Toys,East,117,128,339,55.19200000000001,27.036,56.412,1,Cloudy,Autumn
1/1/2024,70001,Groceries,North,174,86,315,53.02,31.146000000000004,55.220000000000006,1,Snowy,Spring
1/1/2024,70003,Toys,South,126,98,281,55.598,26.676,56.444,1,Cloudy,Summer
1/1/2024,70004,Toys,West,66,156,214,56.282,21.7,58.278,1,Snowy,Spring
1/1/2024,70005,Toys,North,71,139,230,55.834,27.782,58.592,1,Cloudy,Winter
1/1/2024,70006,Electronics,East,206,128,387,54.992,29.826,56.20799999999999,1,Cloudy,Autumn
1/1/2024,70007,Groceries,South,196,106,354,54.59,29.468,56.992,1,Snowy,Summer
1/1/2024,70008,Furniture,East,46,86,122,55.148,29.282,56.478,1,Rainy,Autumn
1/1/2024,70009,Clothing,North,201,104,287,55.252,28.882,57.718,1,Cloudy,Winter
1/1/2024,70010,Electronics,West,65,120,232,54.102,30.048,56.298,1,Snowy,Spring
1/1/2024,70011,Toys,South,222,103,338,56.348,23.922,56.94199999999999,1,Snowy,Autumn
1/1/2024,70012,Furniture,South,78,107,211,57.184000000000005,25.848000000000003,59.248000000000005,1,Snowy,Autumn
1/1/2024,70013,Clothing,West,132,95,219,56.464,18.804,57.218,0,Rainy,Spring
1/1/2024,70014,Toys,South,127,76,344,56.370000000000005,23.322,58.224,1,Rainy,Autumn
1/1/2024,70015,Clothing,West,198,151,316,56.456,29.148000000000003,57.216,1,Snowy,Spring
1/1/2024,70016,Clothing,North,185,120,305,54.96,27.848000000000003,55.394000000000005,1,Rainy,Winter
1/1/2024,70017,Electronics,North,93,143,182,55.7,26.926,58.028,1,Cloudy,Winter
1/1/2024,70018,Toys,West,62,76,234,55.122,26.308000000000003,57.628,1,Cloudy,Autumn
1/1/2024,70019,Clothing,South,63,106,216,56.21,31.248,56.082,1,Snowy,Winter
1/1/2024,70020,Clothing,East,175,88,250,59.75,11.614,60.69199999999999,0,Rainy,Spring
1/1/2024,70021,Toys,East,161,160,262,55.08,24.542,55.70399999999999,1,Cloudy,Spring
1/10/2022,70001,Groceries,North,88,120,196,54.81,25.134,55.664,1,Cloudy,Summer
1/10/2022,70003,Toys,South,156,124,234,55.214,25.860000000000003,54.946000000000005,1,Rainy,Autumn
1/10/2022,70004,Toys,West,38,150,134,54.224,29.002,55.154,1,Snowy,Spring
1/10/2022,70005,Toys,North,49,124,130,56.782,24.942,59.474,1,Cloudy,Spring
1/10/2022,70006,Electronics,East,96,146,179,55.936,28.644,55.552,1,Cloudy,Autumn
1/10/2022,70007,Groceries,South,137,127,219,54.74400000000001,23.878,54.762,1,Snowy,Spring
1/10/2022,70008,Furniture,East,157,81,317,55.84400000000001,27.464,57.41,1,Sunny,Autumn
1/10/2022,70009,Clothing,North,147,107,281,57.254,23.12,58.848,1,Rainy,Spring
1/10/2022,70010,Electronics,West,168,115,266,54.336,31.93,54.246,1,Snowy,Winter
1/10/2022,70011,Toys,South,208,133,308,53.172,30.944,54.606,1,Snowy,Autumn
1/10/2022,70012,Furniture,South,136,97,446,55.136,32.14,56.03,1,Cloudy,Spring
1/10/2022,70013,Clothing,West,120,100,253,56.70399999999999,26.718,57.852,1,Rainy,Spring
1/10/2022,70014,Toys,South,133,129,319,54.89,24.414,55.16,1,Cloudy,Spring
1/10/2022,70015,Clothing,West,158,109,291,54.45399999999999,29.372,54.926,1,Rainy,Autumn
1/10/2022,70016,Clothing,North,247,84,379,56.90599999999999,26.68,58.852,1,Rainy,Spring
1/10/2022,70017,Electronics,North,108,101,315,53.052,41.346,55.164,1,Cloudy,Winter
1/10/2022,70018,Toys,West,131,115,307,54.81,24.798,55.17,1,Cloudy,Spring
1/10/2022,70019,Clothing,South,134,88,273,55.9,22.824,56.816,1,Rainy,Spring
1/10/2022,70020,Clothing,East,99,76,308,56.878,18.75,57.554,0,Cloudy,Spring
1/10/2022,70021,Toys,East,213,156,337,52.742,34.83,53.912,1,Cloudy,Summer
1/10/2023,70001,Groceries,North,97,105,292,53.976,26.452,55.838,1,Rainy,Spring
1/10/2023,70003,Toys,South,50,77,201,54.888,27.12,55.184000000000005,1,Snowy,Autumn
1/10/2023,70004,Toys,West,165,142,277,53.212,29.532,53.498000000000005,1,Snowy,Summer
1/10/2023,70005,Toys,North,97,105,204,55.384,25.376,56.338,1,Cloudy,Autumn
1/10/2023,70006,Electronics,East,133,97,267,56.548,22.68,57.152,1,Cloudy,Autumn
1/10/2023,70007,Groceries,South,139,120,218,53.870000000000005,26.254,55.022000000000006,1,Sunny,Spring
1/10/2023,70008,Furniture,East,181,90,345,55.260000000000005,23.036,55.934000000000005,1,Rainy,Summer
1/10/2023,70009,Clothing,North,126,118,251,56.92999999999999,21.33,57.962,1,Sunny,Spring
1/10/2023,70010,Electronics,West,105,118,142,55.356,27.758,56.55800000000001,1,Cloudy,Summer
1/10/2023,70011,Toys,South,66,124,209,55.262,29.726,56.84,1,Cloudy,Autumn
1/10/2023,70012,Furniture,South,170,82,328,54.774,31.172,56.902,1,Cloudy,Spring
1/10/2023,70013,Clothing,West,75,104,208,54.432,24.99,57.392,1,Rainy,Autumn
1/10/2023,70014,Toys,South,124,139,295,53.456,33.1,52.468,1,Sunny,Autumn
1/10/2023,70015,Clothing,West,69,47,244,56.656000000000006,26.45,58.6,1,Rainy,Winter
1/10/2023,70016,Clothing,North,140,113,263,54.302,27.588,53.382000000000005,1,Rainy,Autumn
1/10/2023,70017,Electronics,North,110,93,316,54.348,31.322000000000003,53.88,1,Cloudy,Spring
1/10/2023,70018,Toys,West,90,165,249,57.348,17.426,57.794,1,Rainy,Winter
1/10/2023,70019,Clothing,South,112,124,239,53.462,33.294,53.106,1,Rainy,Autumn
1/10/2023,70020,Clothing,East,157,107,344,54.372,27.232,55.44,1,Cloudy,Autumn
1/10/2023,70021,Toys,East,107,116,276,56.39,25.648000000000003,55.73,1,Snowy,Winter
1/11/2022,70001,Groceries,North,64,143,223,52.378,37.27,50.778,1,Rainy,Autumn
1/11/2022,70003,Toys,South,170,147,270,54.85600000000001,27.804,54.04600000000001,1,Rainy,Autumn
1/11/2022,70004,Toys,West,101,94,264,57.356,14.714,57.4,0,Rainy,Spring
1/11/2022,70005,Toys,North,182,68,273,54.386,29.19,55.35,1,Cloudy,Spring
1/11/2022,70006,Electronics,East,198,77,302,54.066,31.114,54.38,1,Rainy,Spring
1/11/2022,70007,Groceries,South,136,122,297,55.402,27.7,55.516,1,Sunny,Summer
1/11/2022,70008,Furniture,East,64,124,215,56.626,20.48,56.648,1,Sunny,Summer
1/11/2022,70009,Clothing,North,84,104,227,55.174,23.652,55.706,0,Sunny,Summer
1/11/2022,70010,Electronics,West,188,151,269,57.394000000000005,20.33,57.66,1,Rainy,Autumn
1/11/2022,70011,Toys,South,164,81,291,56.4,21.852,57.196000000000005,1,Cloudy,Autumn
1/11/2022,70012,Furniture,South,184,144,230,58.14,19.444,59.252,1,Snowy,Autumn
1/11/2022,70013,Clothing,West,150,115,296,54.07000000000001,31.514,55.176,1,Cloudy,Autumn
1/11/2022,70014,Toys,South,162,91,398,54.078,28.856,55.01800000000001,1,Snowy,Summer
1/11/2022,70015,Clothing,West,116,99,267,57.236,23.594,57.208000000000006,0,Sunny,Summer
1/11/2022,70016,Clothing,North,156,148,272,55.642,27.984,55.38199999999999,1,Rainy,Autumn
1/11/2022,70017,Electronics,North,115,187,287,53.614,33.27,54.604,1,Cloudy,Winter
1/11/2022,70018,Toys,West,216,134,318,53.470000000000006,29.93,54.00600000000001,1,Cloudy,Summer
1/11/2022,70019,Clothing,South,182,151,315,55.498000000000005,29.07,56.75,1,Cloudy,Summer
1/11/2022,70020,Clothing,East,117,107,185,53.252,33.796,54.19,1,Rainy,Winter
1/11/2022,70021,Toys,East,224,132,374,55.852,27.362,56.354,1,Cloudy,Autumn
1/11/2023,70001,Groceries,North,138,69,240,53.182,30.684000000000005,56.518,1,Rainy,Spring
1/11/2023,70003,Toys,South,141,134,309,53.428,30.596,54.254,1,Cloudy,Autumn
1/11/2023,70004,Toys,West,186,112,261,54.874,24.54,55.470000000000006,1,Sunny,Autumn
1/11/2023,70005,Toys,North,56,102,130,57.1,21.726,56.668000000000006,1,Rainy,Spring
1/11/2023,70006,Electronics,East,152,92,373,53.968,32.904,56.144000000000005,1,Snowy,Summer
1/11/2023,70007,Groceries,South,178,122,345,54.53,29.594,56.962,1,Rainy,Autumn
1/11/2023,70008,Furniture,East,43,139,165,55.584,29.766,57.17999999999999,1,Rainy,Autumn
1/11/2023,70009,Clothing,North,201,120,287,54.342000000000006,31.122,55.542,1,Sunny,Winter
1/11/2023,70010,Electronics,West,64,140,203,54.378,28.044,54.566,1,Cloudy,Winter
1/11/2023,70011,Toys,South,180,103,330,55.068000000000005,27.632,54.738,1,Cloudy,Spring
1/11/2023,70012,Furniture,South,79,117,148,58.306,15.666,58.724,0,Snowy,Autumn
1/11/2023,70013,Clothing,West,77,80,208,53.528,30.484,54.866,1,Cloudy,Summer
1/11/2023,70014,Toys,South,116,103,166,53.658,32.68,54.674,1,Cloudy,Summer
1/11/2023,70015,Clothing,West,162,93,250,56.614,29.088,56.672,1,Cloudy,Summer
1/11/2023,70016,Clothing,North,79,134,154,54.456,34.042,54.414,1,Rainy,Winter
1/11/2023,70017,Electronics,North,100,142,259,53.136,36.686,53.41,1,Cloudy,Spring
1/11/2023,70018,Toys,West,111,65,285,51.83,34.75,53.83,1,Rainy,Spring
1/11/2023,70019,Clothing,South,127,89,276,54.59400000000001,25.46,53.606,1,Sunny,Autumn
1/11/2023,70020,Clothing,East,80,115,188,54.134,29.898000000000003,54.99400000000001,1,Rainy,Autumn
1/11/2023,70021,Toys,East,78,110,262,54.948,26.534,56.344,1,Cloudy,Summer
1/12/2022,70001,Groceries,North,126,162,223,55.54,25.462,55.716,1,Rainy,Winter
1/12/2022,70003,Toys,South,162,119,214,54.39200000000001,31.098000000000003,55.20399999999999,1,Snowy,Autumn
1/12/2022,70004,Toys,West,105,69,273,56.782,23.972,56.594,1,Cloudy,Winter
1/12/2022,70005,Toys,North,37,137,212,53.346,33.04,55.04600000000001,1,Rainy,Spring
1/12/2022,70006,Electronics,East,120,153,327,56.072,25.704,58.15,1,Snowy,Autumn
1/12/2022,70007,Groceries,South,139,72,320,55.8,23.14,55.366,1,Rainy,Summer
1/12/2022,70008,Furniture,East,131,122,319,53.566,33.582,54.252,1,Sunny,Spring
1/12/2022,70009,Clothing,North,68,54,284,56.818000000000005,20.308,58.222,1,Cloudy,Autumn
1/12/2022,70010,Electronics,West,87,81,275,53.728,31.744,55.014,1,Cloudy,Autumn
1/12/2022,70011,Toys,South,46,113,265,54.788,26.582,56.712,1,Snowy,Summer
1/12/2022,70012,Furniture,South,153,60,324,56.77,29.0,57.758,1,Sunny,Autumn
1/12/2022,70013,Clothing,West,142,122,297,56.276,24.544,54.84400000000001,1,Rainy,Winter
1/12/2022,70014,Toys,South,65,84,261,55.06,24.578,54.6,1,Cloudy,Winter
1/12/2022,70015,Clothing,West,137,100,318,55.622,30.716,55.098,1,Cloudy,Autumn
1/12/2022,70016,Clothing,North,132,117,315,56.376,22.97,56.502,1,Cloudy,Spring
1/12/2022,70017,Electronics,North,43,111,147,54.428,26.9,56.242,1,Cloudy,Winter
1/12/2022,70018,Toys,West,113,146,311,53.894000000000005,31.804,55.29,1,Cloudy,Autumn
1/12/2022,70019,Clothing,South,129,110,286,54.462,28.704,55.94199999999999,1,Sunny,Autumn
1/12/2022,70020,Clothing,East,232,98,334,55.56,29.094,56.23,1,Snowy,Summer
1/12/2022,70021,Toys,East,158,97,299,56.328,27.236,57.02,1,Snowy,Summer
1/12/2023,70001,Groceries,North,69,104,261,52.812,28.406,53.04200000000001,1,Cloudy,Autumn
1/12/2023,70003,Toys,South,116,116,283,56.562,24.058,57.834,1,Cloudy,Winter
1/12/2023,70004,Toys,West,214,114,366,53.496,34.58,53.624,1,Snowy,Autumn
1/12/2023,70005,Toys,North,246,111,342,57.242,24.986,59.684000000000005,1,Cloudy,Winter
1/12/2023,70006,Electronics,East,82,126,324,53.486,36.358,54.578,1,Cloudy,Summer
1/12/2023,70007,Groceries,South,153,113,218,54.05,25.752,53.976,1,Rainy,Autumn
1/12/2023,70008,Furniture,East,117,107,291,55.334,31.502,56.31,1,Sunny,Winter
1/12/2023,70009,Clothing,North,114,95,211,54.894000000000005,31.424,55.438,1,Cloudy,Summer
1/12/2023,70010,Electronics,West,119,152,288,56.17999999999999,23.574,56.77,1,Cloudy,Summer
1/12/2023,70011,Toys,South,132,124,246,57.246,18.862,56.814,1,Snowy,Winter
1/12/2023,70012,Furniture,South,196,94,291,55.99400000000001,27.944,55.314,1,Sunny,Spring
1/12/2023,70013,Clothing,West,244,123,294,53.498000000000005,32.768,54.478,1,Rainy,Autumn
1/12/2023,70014,Toys,South,87,159,209,53.194,33.01,54.502,1,Snowy,Summer
1/12/2023,70015,Clothing,West,247,113,327,56.408,20.246,56.760000000000005,0,Rainy,Autumn
1/12/2023,70016,Clothing,North,104,125,331,54.944,26.29,55.202,1,Cloudy,Summer
1/12/2023,70017,Electronics,North,93,139,173,53.760000000000005,31.506,54.972,1,Cloudy,Winter
1/12/2023,70018,Toys,West,129,108,290,54.4,24.266,55.874,1,Snowy,Spring
1/12/2023,70019,Clothing,South,157,163,238,53.332,33.63,54.842,1,Sunny,Autumn
1/12/2023,70020,Clothing,East,157,113,280,56.102,23.04,57.318000000000005,1,Cloudy,Spring
1/12/2023,70021,Toys,East,171,94,324,54.584,26.588,54.888,1,Rainy,Spring
1/13/2022,70001,Groceries,North,127,109,244,55.260000000000005,25.788,55.332,1,Rainy,Autumn
1/13/2022,70003,Toys,South,132,100,299,55.010000000000005,27.46,56.23199999999999,1,Rainy,Autumn
1/13/2022,70004,Toys,West,49,106,137,53.67999999999999,28.584000000000003,54.332,1,Sunny,Spring
1/13/2022,70005,Toys,North,181,156,343,56.584,23.824,55.928,1,Snowy,Winter
1/13/2022,70006,Electronics,East,180,83,314,54.70399999999999,26.28,54.922,1,Cloudy,Winter
1/13/2022,70007,Groceries,South,151,109,260,52.962,35.116,54.352,1,Sunny,Autumn
1/13/2022,70008,Furniture,East,185,112,305,53.958000000000006,29.672000000000004,54.378,1,Rainy,Winter
1/13/2022,70009,Clothing,North,137,146,254,54.552,30.088,55.57000000000001,1,Rainy,Summer
1/13/2022,70010,Electronics,West,155,138,345,53.922,29.910000000000004,56.606,1,Sunny,Spring
1/13/2022,70011,Toys,South,152,70,228,53.85,33.888,52.902,1,Cloudy,Autumn
1/13/2022,70012,Furniture,South,85,106,197,54.092,35.806,54.542,1,Rainy,Winter
1/13/2022,70013,Clothing,West,72,158,160,54.758,26.394,56.078,1,Snowy,Summer
1/13/2022,70014,Toys,South,154,111,225,55.342,26.848000000000003,56.862,1,Snowy,Autumn
1/13/2022,70015,Clothing,West,41,70,200,55.782,28.634000000000004,56.122,1,Cloudy,Spring
1/13/2022,70016,Clothing,North,206,151,349,54.8,26.724,56.262,1,Rainy,Summer
1/13/2022,70017,Electronics,North,64,108,203,56.948,21.906,57.260000000000005,1,Cloudy,Autumn
1/13/2022,70018,Toys,West,57,101,227,55.072,26.134,56.032,1,Rainy,Autumn
1/13/2022,70019,Clothing,South,60,129,127,54.552,30.034,54.470000000000006,1,Snowy,Spring
1/13/2022,70020,Clothing,East,262,73,356,54.478,34.616,54.804,1,Cloudy,Winter
1/13/2022,70021,Toys,East,89,87,341,54.196000000000005,24.872000000000003,56.286,1,Cloudy,Autumn
1/13/2023,70001,Groceries,North,97,114,146,54.662,32.946,56.53,1,Cloudy,Autumn
1/13/2023,70003,Toys,South,175,122,289,55.436,22.81,56.538,1,Snowy,Spring
1/13/2023,70004,Toys,West,226,48,361,53.412,28.07,53.248000000000005,1,Rainy,Spring
1/13/2023,70005,Toys,North,195,147,362,55.366,28.366000000000003,55.864,1,Snowy,Autumn
1/13/2023,70006,Electronics,East,192,105,381,56.032,23.276,55.766,0,Rainy,Winter
1/13/2023,70007,Groceries,South,96,102,285,54.05800000000001,25.19,53.84,1,Snowy,Spring
1/13/2023,70008,Furniture,East,263,127,334,54.112,34.092,54.358,1,Sunny,Summer
1/13/2023,70009,Clothing,North,126,96,313,54.644000000000005,28.380000000000003,55.788,1,Cloudy,Summer
1/13/2023,70010,Electronics,West,107,119,213,54.774,32.034,56.464,1,Rainy,Winter
1/13/2023,70011,Toys,South,113,105,419,55.38,19.794,57.88,0,Rainy,Summer
1/13/2023,70012,Furniture,South,193,109,330,54.914,30.586,54.714,1,Rainy,Spring
1/13/2023,70013,Clothing,West,192,95,274,54.55800000000001,30.974,55.45,1,Snowy,Autumn
1/13/2023,70014,Toys,South,86,91,183,56.842,24.582,57.038,1,Cloudy,Winter
1/13/2023,70015,Clothing,West,120,107,286,55.92,27.0,56.91,1,Snowy,Autumn
1/13/2023,70016,Clothing,North,94,136,143,53.022000000000006,29.156,53.732000000000006,1,Sunny,Autumn
1/13/2023,70017,Electronics,North,153,110,286,55.304,28.004,57.510000000000005,1,Cloudy,Summer
1/13/2023,70018,Toys,West,121,124,263,53.66,27.706,52.88,1,Rainy,Summer
1/13/2023,70019,Clothing,South,126,63,236,52.720000000000006,35.97,55.556,1,Cloudy,Winter
1/13/2023,70020,Clothing,East,102,108,179,55.70399999999999,28.97,57.74400000000001,1,Cloudy,Summer
1/13/2023,70021,Toys,East,115,112,234,56.55800000000001,22.672,58.33200000000001,1,Cloudy,Summer
1/14/2022,70001,Groceries,North,80,118,119,53.682,28.756,54.55799999999999,1,Sunny,Winter
1/14/2022,70003,Toys,South,116,109,234,56.504,21.872,56.314,1,Snowy,Autumn
1/14/2022,70004,Toys,West,89,96,241,55.992,22.814,58.2,1,Cloudy,Autumn
1/14/2022,70005,Toys,North,114,134,306,56.736,24.902,56.932,1,Cloudy,Spring
1/14/2022,70006,Electronics,East,109,151,172,56.074,28.614,57.278,1,Cloudy,Autumn
1/14/2022,70007,Groceries,South,86,151,195,56.552,22.498,59.286,1,Sunny,Summer
1/14/2022,70008,Furniture,East,114,100,266,54.254,36.066,55.428,1,Cloudy,Summer
1/14/2022,70009,Clothing,North,129,99,307,54.084,28.528,54.382000000000005,1,Rainy,Summer
1/14/2022,70010,Electronics,West,168,90,302,54.342,33.286,56.076,1,Rainy,Winter
1/14/2022,70011,Toys,South,162,116,356,55.52,27.362,56.422,1,Sunny,Winter
1/14/2022,70012,Furniture,South,131,74,286,57.024,27.82,58.856,1,Sunny,Autumn
1/14/2022,70013,Clothing,West,90,99,250,54.59,29.046000000000003,56.45399999999999,1,Rainy,Summer
1/14/2022,70014,Toys,South,210,97,257,55.944,23.776,56.054,1,Snowy,Autumn
1/14/2022,70015,Clothing,West,138,81,269,55.948,25.866,57.08,1,Cloudy,Autumn
1/14/2022,70016,Clothing,North,157,118,343,56.002,27.072000000000003,58.802,1,Rainy,Spring
1/14/2022,70017,Electronics,North,147,90,232,54.726,28.168,57.95,1,Rainy,Spring
1/14/2022,70018,Toys,West,137,51,229,53.09,31.738,54.05,1,Cloudy,Summer
1/14/2022,70019,Clothing,South,176,114,357,55.436,25.592,57.15599999999999,1,Cloudy,Spring
1/14/2022,70020,Clothing,East,164,86,262,53.262,34.239999999999995,55.34400000000001,1,Cloudy,Autumn
1/14/2022,70021,Toys,East,113,125,317,53.536,33.596,53.182,1,Rainy,Summer
1/14/2023,70001,Groceries,North,179,105,277,55.444,22.364,56.088,1,Rainy,Spring
1/14/2023,70003,Toys,South,110,148,359,54.502,30.166,56.072,1,Sunny,Spring
1/14/2023,70004,Toys,West,65,152,249,53.64200000000001,30.608,54.146,1,Cloudy,Spring
1/14/2023,70005,Toys,North,203,94,348,53.92999999999999,31.824,53.838,1,Snowy,Autumn
1/14/2023,70006,Electronics,East,235,119,286,55.264,28.764,56.3,1,Rainy,Winter
1/14/2023,70007,Groceries,South,112,107,318,53.964,36.196000000000005,53.576,1,Sunny,Winter
1/14/2023,70008,Furniture,East,113,114,286,54.79200000000001,23.016,54.79600000000001,1,Cloudy,Spring
1/14/2023,70009,Clothing,North,75,96,228,56.014,24.516,57.048,1,Rainy,Autumn
1/14/2023,70010,Electronics,West,68,112,173,52.29,38.44,54.54600000000001,1,Cloudy,Summer
1/14/2023,70011,Toys,South,239,141,308,55.61800000000001,29.608000000000004,56.644000000000005,1,Cloudy,Summer
1/14/2023,70012,Furniture,South,158,134,283,57.84,22.64,58.516,1,Rainy,Autumn
1/14/2023,70013,Clothing,West,100,105,246,57.07000000000001,25.212,55.656000000000006,1,Snowy,Spring
1/14/2023,70014,Toys,South,173,75,330,56.218,18.936,57.972,1,Rainy,Spring
1/14/2023,70015,Clothing,West,131,105,257,55.138,31.016,55.652,1,Cloudy,Autumn
1/14/2023,70016,Clothing,North,203,95,232,54.0,30.326,54.396,1,Rainy,Autumn
1/14/2023,70017,Electronics,North,134,114,252,57.358,17.292,59.05800000000001,1,Snowy,Autumn
1/14/2023,70018,Toys,West,99,114,281,54.852,20.944,57.028,1,Snowy,Spring
1/14/2023,70019,Clothing,South,81,104,190,55.126,29.616,55.92,1,Rainy,Winter
1/14/2023,70020,Clothing,East,243,88,339,56.382000000000005,21.47,56.404,1,Snowy,Spring
1/14/2023,70021,Toys,East,181,98,271,54.50599999999999,29.504,54.158,1,Snowy,Summer
1/15/2022,70001,Groceries,North,117,129,311,52.754,31.764,53.862,1,Snowy,Spring
1/15/2022,70003,Toys,South,174,86,331,54.754,27.35,55.988,1,Sunny,Spring
1/15/2022,70004,Toys,West,162,112,381,54.374,30.158,54.712,1,Rainy,Summer
1/15/2022,70005,Toys,North,159,124,333,54.29,26.848000000000003,55.734,1,Cloudy,Spring
1/15/2022,70006,Electronics,East,103,77,368,55.654,25.586,57.422,1,Rainy,Autumn
1/15/2022,70007,Groceries,South,82,113,235,54.712,27.328000000000003,54.78,1,Sunny,Autumn
1/15/2022,70008,Furniture,East,117,98,283,54.764,29.85,57.07000000000001,1,Cloudy,Summer
1/15/2022,70009,Clothing,North,109,157,301,56.122,22.96,56.05800000000001,1,Cloudy,Autumn
1/15/2022,70010,Electronics,West,137,73,375,55.07000000000001,27.976,57.21,1,Cloudy,Spring
1/15/2022,70011,Toys,South,189,83,325,54.00599999999999,27.3,54.15599999999999,1,Rainy,Autumn
1/15/2022,70012,Furniture,South,194,94,331,54.898,30.712,57.096,1,Cloudy,Spring
1/15/2022,70013,Clothing,West,125,118,250,54.056,31.532,55.07000000000001,1,Rainy,Summer
1/15/2022,70014,Toys,South,102,97,192,53.374,30.818,54.228,1,Cloudy,Autumn
1/15/2022,70015,Clothing,West,140,92,274,54.99400000000001,25.636000000000003,55.94199999999999,1,Cloudy,Autumn
1/15/2022,70016,Clothing,North,204,62,372,56.988,22.498,57.33,1,Sunny,Spring
1/15/2022,70017,Electronics,North,179,106,331,54.742,28.942,56.864,1,Snowy,Summer
1/15/2022,70018,Toys,West,69,115,302,53.302,27.565999999999995,54.772000000000006,1,Rainy,Autumn
1/15/2022,70019,Clothing,South,86,109,222,55.898,24.418,57.05,1,Cloudy,Spring
1/15/2022,70020,Clothing,East,120,133,240,55.142,29.044,56.716,1,Cloudy,Summer
1/15/2022,70021,Toys,East,181,151,289,54.41,29.214,55.784000000000006,1,Rainy,Summer
1/15/2023,70001,Groceries,North,164,80,230,53.42999999999999,35.326,53.286,1,Snowy,Autumn
1/15/2023,70003,Toys,South,104,132,298,53.742,29.638,53.464,1,Cloudy,Spring
1/15/2023,70004,Toys,West,161,123,319,54.604,25.81,54.01800000000001,1,Snowy,Autumn
1/15/2023,70005,Toys,North,77,117,191,55.242,24.348000000000003,57.09,1,Snowy,Spring
